Customer ID,Recency_Score,Frequency_Score,Monetary_Score,Segment
13627,3,4,4,loyal_customers
13629,4,5,5,loyal_customers
13630,5,5,4,champions
13631,2,5,5,cant_loose
13632,4,4,5,loyal_customers
13634,3,4,4,loyal_customers
13635,3,1,4,about_to_sleep
13636,3,4,4,loyal_customers
13637,3,3,3,need_attention
13638,4,1,1,promising
13639,2,1,4,hibernating
13642,1,1,2,hibernating
13643,4,3,3,potential_loyalists
13644,4,4,5,loyal_customers
13645,2,1,2,hibernating
13647,5,4,4,champions
13649,1,2,2,hibernating
13650,4,5,4,loyal_customers
13651,3,2,1,about_to_sleep
13652,3,3,4,need_attention
13654,3,5,5,loyal_customers
13655,2,2,3,hibernating
13656,2,2,2,hibernating
13657,5,2,2,potential_loyalists
13658,5,4,5,champions
13659,1,2,4,hibernating
13662,2,3,3,at_risk
13663,2,1,1,hibernating
13666,3,3,1,need_attention
13667,2,1,2,hibernating
13668,5,5,5,champions
13669,3,2,1,about_to_sleep
13670,2,1,2,hibernating
13672,1,2,1,hibernating
13673,4,2,2,potential_loyalists
13675,2,2,2,hibernating
13678,2,1,1,hibernating
13680,5,4,5,champions
13681,4,4,3,loyal_customers
13682,1,1,1,hibernating
13684,1,1,1,hibernating
13685,5,5,5,champions
13686,1,1,1,hibernating
13689,3,1,3,about_to_sleep
13690,3,1,1,about_to_sleep
13692,4,3,4,potential_loyalists
13694,5,5,5,champions
13695,4,5,5,loyal_customers
13697,3,1,1,about_to_sleep
13699,2,1,2,hibernating
13700,4,5,5,loyal_customers
13703,1,1,1,hibernating
13704,5,5,5,champions
13705,5,3,3,potential_loyalists
13706,1,1,2,hibernating
13707,1,2,3,hibernating
13708,1,1,2,hibernating
13709,5,5,5,champions
13710,4,1,1,promising
13711,1,2,2,hibernating
13712,1,1,1,hibernating
13715,1,4,4,at_risk
13716,1,1,1,hibernating
13717,4,5,4,loyal_customers
13718,1,2,2,hibernating
13719,4,4,4,loyal_customers
13720,2,4,3,at_risk
13721,3,1,3,about_to_sleep
13722,2,3,5,at_risk
13723,1,1,1,hibernating
13725,3,5,4,loyal_customers
13726,3,2,4,about_to_sleep
13727,4,2,2,potential_loyalists
13728,3,5,4,loyal_customers
13730,2,2,3,hibernating
13731,1,2,3,hibernating
13732,4,1,3,promising
13735,4,4,5,loyal_customers
13736,5,2,3,potential_loyalists
13737,1,1,2,hibernating
13739,4,1,1,promising
13740,1,1,2,hibernating
13741,3,3,3,need_attention
13742,4,5,5,loyal_customers
13743,5,5,4,champions
13744,2,2,4,hibernating
13745,2,1,2,hibernating
13747,1,1,1,hibernating
13748,2,4,4,at_risk
13750,3,4,4,loyal_customers
13751,1,1,2,hibernating
13752,2,5,4,cant_loose
13753,1,1,3,hibernating
13754,2,2,2,hibernating
13755,5,5,5,champions
13756,5,5,5,champions
13758,5,5,5,champions
13759,3,2,3,about_to_sleep
13760,3,2,2,about_to_sleep
13761,3,2,4,about_to_sleep
13762,1,1,2,hibernating
13763,3,1,4,about_to_sleep
13764,3,3,4,need_attention
13767,5,5,5,champions
13769,5,5,5,champions
13771,3,4,5,loyal_customers
13772,3,3,4,need_attention
13774,2,1,2,hibernating
13777,5,5,5,champions
13778,2,1,1,hibernating
13780,5,2,2,potential_loyalists
13781,1,1,1,hibernating
13782,5,5,3,champions
13784,5,5,5,champions
13786,1,1,1,hibernating
13787,2,2,2,hibernating
13790,5,1,2,new_customers
13791,2,2,4,hibernating
13792,3,2,1,about_to_sleep
13798,5,5,5,champions
13799,2,2,3,hibernating
13800,1,1,3,hibernating
13801,3,1,2,about_to_sleep
13802,2,3,5,at_risk
13803,1,1,2,hibernating
13804,4,5,5,loyal_customers
13805,3,2,3,about_to_sleep
13806,3,1,2,about_to_sleep
13807,1,1,1,hibernating
13808,5,4,4,champions
13809,1,1,1,hibernating
13810,4,3,4,potential_loyalists
13811,1,3,3,at_risk
13812,3,3,3,need_attention
13813,3,4,4,loyal_customers
13814,2,2,4,hibernating
13815,4,4,5,loyal_customers
13816,4,2,3,potential_loyalists
13817,4,2,2,potential_loyalists
13819,1,3,4,at_risk
13821,2,2,2,hibernating
13822,5,2,3,potential_loyalists
13823,4,2,4,potential_loyalists
13824,4,4,4,loyal_customers
13826,2,1,1,hibernating
13827,3,3,2,need_attention
13828,4,1,1,promising
13831,4,5,5,loyal_customers
13832,4,1,1,promising
13833,2,1,2,hibernating
13835,4,4,3,loyal_customers
13837,1,2,2,hibernating
13838,5,4,3,champions
13841,1,1,1,hibernating
13842,3,5,5,loyal_customers
13844,5,1,2,new_customers
13845,3,1,2,about_to_sleep
13846,4,3,3,potential_loyalists
13848,2,3,4,at_risk
13849,3,2,4,about_to_sleep
13850,2,1,4,hibernating
13851,2,3,5,at_risk
13853,3,1,4,about_to_sleep
13854,5,5,5,champions
13856,2,3,2,at_risk
13858,3,1,1,about_to_sleep
13859,1,1,1,hibernating
13860,5,4,4,champions
13862,4,5,5,loyal_customers
13863,1,1,2,hibernating
13865,3,4,3,loyal_customers
13866,2,1,1,hibernating
13867,4,3,4,potential_loyalists
13868,5,2,5,potential_loyalists
13869,2,4,5,at_risk
13870,5,5,5,champions
13871,4,5,5,loyal_customers
13873,2,3,2,at_risk
13874,1,1,3,hibernating
13875,3,4,4,loyal_customers
13876,3,1,1,about_to_sleep
13877,2,1,1,hibernating
13878,3,1,4,about_to_sleep
13880,4,5,5,loyal_customers
13881,5,5,5,champions
13882,5,4,4,champions
13883,5,4,5,champions
13884,5,4,3,champions
13885,1,2,3,hibernating
13886,3,1,1,about_to_sleep
13887,1,1,2,hibernating
13888,2,2,3,hibernating
13889,2,1,2,hibernating
13890,5,5,4,champions
13892,4,4,3,loyal_customers
13893,1,1,3,hibernating
13894,4,3,3,potential_loyalists
13895,4,4,5,loyal_customers
13897,3,1,2,about_to_sleep
13898,1,1,1,hibernating
13899,4,2,2,potential_loyalists
13900,1,3,3,at_risk
13901,2,4,5,at_risk
13904,3,2,2,about_to_sleep
13908,2,4,5,at_risk
13911,3,5,5,loyal_customers
13914,5,2,3,potential_loyalists
13917,3,2,2,about_to_sleep
13918,3,2,4,about_to_sleep
13919,3,2,2,about_to_sleep
13922,1,1,1,hibernating
13923,3,1,2,about_to_sleep
13924,5,5,4,champions
13925,2,4,3,at_risk
13926,4,1,1,promising
13927,2,1,2,hibernating
13928,5,4,2,champions
13929,2,2,3,hibernating
13930,3,2,2,about_to_sleep
13931,2,2,4,hibernating
13932,1,1,2,hibernating
13933,2,2,3,hibernating
13934,1,1,3,hibernating
13936,2,1,2,hibernating
13937,2,1,1,hibernating
13938,3,1,1,about_to_sleep
13939,4,3,3,potential_loyalists
13940,4,4,3,loyal_customers
13941,4,4,5,loyal_customers
13946,2,3,3,at_risk
13947,3,1,1,about_to_sleep
13948,1,1,1,hibernating
13949,5,5,5,champions
13950,5,4,3,champions
13951,2,3,3,at_risk
13952,1,2,5,hibernating
13953,5,5,5,champions
13954,5,3,2,potential_loyalists
13955,2,3,2,at_risk
13956,5,4,4,champions
13959,2,3,3,at_risk
13960,4,3,1,potential_loyalists
13962,4,3,1,potential_loyalists
13963,1,4,3,at_risk
13967,2,1,1,hibernating
13969,5,5,5,champions
13971,4,5,5,loyal_customers
13972,3,3,1,need_attention
13973,1,1,2,hibernating
13974,3,1,2,about_to_sleep
13975,4,5,5,loyal_customers
13976,1,1,2,hibernating
13978,4,3,1,potential_loyalists
13979,2,1,3,hibernating
13980,3,1,1,about_to_sleep
13982,3,4,4,loyal_customers
13983,4,5,5,loyal_customers
13984,4,4,3,loyal_customers
13985,5,5,5,champions
13986,4,1,2,promising
13988,4,5,5,loyal_customers
13989,3,3,4,need_attention
13990,1,1,2,hibernating
13991,5,5,3,champions
13992,4,1,1,promising
13993,3,5,5,loyal_customers
13994,5,5,5,champions
13995,4,4,4,loyal_customers
13999,5,5,5,champions
14000,1,1,3,hibernating
14001,3,3,4,need_attention
14002,2,3,3,at_risk
14004,3,5,5,loyal_customers
14005,5,4,5,champions
14006,2,3,4,at_risk
14009,1,3,3,at_risk
14012,1,1,2,hibernating
14013,2,3,2,at_risk
14014,2,1,3,hibernating
14015,3,1,3,about_to_sleep
14016,2,4,5,at_risk
14019,3,3,4,need_attention
14020,4,3,3,potential_loyalists
14021,2,3,3,at_risk
14022,1,1,2,hibernating
14023,5,3,3,potential_loyalists
14024,2,3,2,at_risk
14027,3,1,1,about_to_sleep
14029,3,3,2,need_attention
14030,4,5,5,loyal_customers
14031,5,5,5,champions
14032,5,5,5,champions
14034,4,3,3,potential_loyalists
14035,4,4,4,loyal_customers
14036,1,1,3,hibernating
14037,2,3,1,at_risk
14038,2,3,4,at_risk
14039,3,1,1,about_to_sleep
14040,3,5,5,loyal_customers
14041,1,1,1,hibernating
14044,4,4,3,loyal_customers
14045,2,4,4,at_risk
14046,1,1,1,hibernating
14047,5,4,4,champions
14048,1,1,2,hibernating
14049,4,4,5,loyal_customers
14050,4,3,3,potential_loyalists
14051,5,5,5,champions
14052,4,1,1,promising
14053,2,3,2,at_risk
14054,3,1,1,about_to_sleep
14055,2,1,3,hibernating
14056,5,5,5,champions
14057,4,5,5,loyal_customers
14059,1,1,1,hibernating
14060,5,5,5,champions
14062,5,5,5,champions
14064,4,4,4,loyal_customers
14066,1,1,1,hibernating
14067,3,3,2,need_attention
14068,1,1,2,hibernating
14071,5,5,4,champions
14073,4,1,1,promising
14075,5,3,4,potential_loyalists
14076,2,1,1,hibernating
14077,3,4,3,loyal_customers
14078,2,5,4,cant_loose
14079,2,1,2,hibernating
14080,4,1,1,promising
14081,1,3,3,at_risk
14082,1,1,1,hibernating
14083,5,5,4,champions
14085,5,5,5,champions
14087,5,1,1,new_customers
14088,5,5,5,champions
14089,3,1,1,about_to_sleep
14090,1,1,1,hibernating
14092,5,5,5,champions
14093,5,1,2,new_customers
14096,5,5,5,champions
14098,3,1,1,about_to_sleep
14099,4,5,5,loyal_customers
14100,2,1,1,hibernating
14101,2,5,5,cant_loose
14102,5,4,4,champions
14104,2,3,1,at_risk
14105,1,1,4,hibernating
14107,3,5,5,loyal_customers
14108,4,3,3,potential_loyalists
14109,2,1,1,hibernating
14110,5,5,5,champions
14111,4,4,3,loyal_customers
14112,4,5,5,loyal_customers
14113,5,4,4,champions
14114,1,3,2,at_risk
14116,4,4,4,loyal_customers
14117,2,1,1,hibernating
14121,5,4,5,champions
14124,2,1,2,hibernating
14125,5,3,5,potential_loyalists
14126,5,3,3,potential_loyalists
14127,2,3,3,at_risk
14128,3,3,3,need_attention
14129,5,4,4,champions
14130,1,1,2,hibernating
14132,5,5,5,champions
14133,2,3,3,at_risk
14135,5,5,5,champions
14138,5,3,4,potential_loyalists
14139,3,1,2,about_to_sleep
14140,5,3,3,potential_loyalists
14141,5,4,3,champions
14142,1,1,2,hibernating
14143,2,1,1,hibernating
14145,3,4,5,loyal_customers
14146,5,4,5,champions
14147,2,3,2,at_risk
14148,1,1,1,hibernating
14149,1,1,2,hibernating
14150,3,3,3,need_attention
14152,2,3,3,at_risk
14154,1,3,4,at_risk
14155,1,1,1,hibernating
14156,5,5,5,champions
14157,4,3,2,potential_loyalists
14158,3,1,3,about_to_sleep
14159,4,5,5,loyal_customers
14161,1,3,4,at_risk
14162,2,3,2,at_risk
14163,2,4,5,at_risk
14164,3,3,4,need_attention
14165,1,1,1,hibernating
14167,3,4,3,loyal_customers
14171,2,1,2,hibernating
14173,5,4,2,champions
14174,3,1,1,about_to_sleep
14175,3,3,5,need_attention
14176,1,4,3,at_risk
14177,2,4,3,at_risk
14178,5,5,4,champions
14179,3,3,3,need_attention
14180,5,5,5,champions
14184,3,1,2,about_to_sleep
14185,1,1,1,hibernating
14188,4,5,4,loyal_customers
14189,5,5,5,champions
14191,5,5,5,champions
14193,3,3,3,need_attention
14194,5,5,5,champions
14195,1,3,4,at_risk
14196,2,1,2,hibernating
14198,4,4,3,loyal_customers
14199,1,1,1,hibernating
14201,3,5,3,loyal_customers
14204,5,1,1,new_customers
14205,4,3,2,potential_loyalists
14206,1,1,2,hibernating
14208,2,1,1,hibernating
14209,5,5,5,champions
14210,2,5,4,cant_loose
14211,3,5,5,loyal_customers
14212,2,1,4,hibernating
14214,4,4,4,loyal_customers
14215,5,5,4,champions
14216,5,4,4,champions
14217,5,5,4,champions
14218,3,1,1,about_to_sleep
14219,5,1,1,new_customers
14220,1,3,3,at_risk
14221,3,5,5,loyal_customers
14222,2,1,3,hibernating
14223,2,3,4,at_risk
14224,2,4,4,at_risk
14226,4,4,5,loyal_customers
14227,4,5,5,loyal_customers
14229,3,3,4,need_attention
14231,1,3,3,at_risk
14232,3,4,4,loyal_customers
14233,3,4,4,loyal_customers
14234,4,4,3,loyal_customers
14235,2,4,5,at_risk
14236,2,3,3,at_risk
14237,1,1,1,hibernating
14238,1,1,1,hibernating
14239,3,5,5,loyal_customers
14240,4,3,3,potential_loyalists
14241,1,1,1,hibernating
14242,1,3,2,at_risk
14243,5,5,5,champions
14245,1,3,4,at_risk
14246,2,3,4,at_risk
14247,1,1,1,hibernating
14248,1,1,2,hibernating
14250,5,3,4,potential_loyalists
14251,5,4,5,champions
14256,1,3,4,at_risk
14257,3,4,5,loyal_customers
14258,5,5,5,champions
14259,2,1,1,hibernating
14261,3,3,4,need_attention
14262,5,5,5,champions
14264,2,3,2,at_risk
14265,2,3,3,at_risk
14267,2,3,4,at_risk
14270,1,1,3,hibernating
14271,1,1,1,hibernating
14272,2,3,2,at_risk
14273,3,4,3,loyal_customers
14276,2,3,4,at_risk
14277,4,3,5,potential_loyalists
14280,1,1,1,hibernating
14282,5,5,5,champions
14284,4,3,3,potential_loyalists
14285,4,4,4,loyal_customers
14286,4,3,5,potential_loyalists
14287,5,3,1,potential_loyalists
14288,1,1,2,hibernating
14289,5,5,3,champions
14290,5,4,5,champions
14291,5,5,5,champions
14292,5,5,5,champions
14293,5,4,4,champions
14295,3,1,1,about_to_sleep
14297,4,4,4,loyal_customers
14298,5,5,5,champions
14299,5,5,5,champions
14300,4,1,1,promising
14301,2,1,3,hibernating
14304,1,1,2,hibernating
14305,3,3,4,need_attention
14306,3,3,5,need_attention
14307,2,5,5,cant_loose
14309,5,5,5,champions
14311,1,1,2,hibernating
14312,3,5,4,loyal_customers
14314,2,1,1,hibernating
14315,3,5,5,loyal_customers
14317,3,1,3,about_to_sleep
14320,1,3,2,at_risk
14321,5,4,4,champions
14323,2,3,3,at_risk
14326,1,1,1,hibernating
14327,2,1,2,hibernating
14329,4,5,5,loyal_customers
14331,2,3,2,at_risk
14332,4,3,3,potential_loyalists
14333,3,1,2,about_to_sleep
14334,4,5,5,loyal_customers
14335,4,3,2,potential_loyalists
14336,4,4,4,loyal_customers
14338,2,3,3,at_risk
14339,1,1,2,hibernating
14340,1,1,1,hibernating
14341,3,5,5,loyal_customers
14342,4,4,3,loyal_customers
14344,2,5,3,cant_loose
14345,3,1,1,about_to_sleep
14346,2,3,4,at_risk
14348,1,1,2,hibernating
14349,5,1,1,new_customers
14350,1,1,2,hibernating
14351,2,1,1,hibernating
14352,2,4,4,at_risk
14353,1,1,1,hibernating
14354,5,3,1,potential_loyalists
14355,1,1,1,hibernating
14356,2,3,3,at_risk
14357,3,1,1,about_to_sleep
14359,4,3,3,potential_loyalists
14360,4,4,5,loyal_customers
14362,4,1,1,promising
14364,2,5,5,cant_loose
14367,5,5,5,champions
14368,1,1,1,hibernating
14371,1,1,1,hibernating
14373,1,1,1,hibernating
14375,1,1,2,hibernating
14377,1,3,3,at_risk
14379,3,3,2,need_attention
14381,3,1,1,about_to_sleep
14382,4,1,3,promising
14383,3,3,4,need_attention
14385,5,3,1,potential_loyalists
14386,1,1,1,hibernating
14387,4,3,4,potential_loyalists
14388,5,5,5,champions
14389,3,3,4,need_attention
14390,5,5,5,champions
14393,1,1,1,hibernating
14395,5,5,5,champions
14396,3,3,2,need_attention
14397,5,5,5,champions
14400,2,1,3,hibernating
14401,5,5,5,champions
14403,2,4,4,at_risk
14404,3,5,4,loyal_customers
14406,2,1,1,hibernating
14407,2,5,5,cant_loose
14408,5,5,5,champions
14409,3,5,5,loyal_customers
14410,2,5,4,cant_loose
14411,1,1,4,hibernating
14412,3,3,3,need_attention
14413,1,1,1,hibernating
14414,2,5,4,cant_loose
14415,5,5,5,champions
14416,4,3,3,potential_loyalists
14418,5,3,4,potential_loyalists
14419,5,5,4,champions
14420,2,1,2,hibernating
14421,3,3,3,need_attention
14422,5,5,5,champions
14423,1,1,2,hibernating
14424,4,1,2,promising
14426,4,5,5,loyal_customers
14427,3,3,2,need_attention
14428,5,4,4,champions
14431,1,1,2,hibernating
14432,5,5,5,champions
14434,4,5,4,loyal_customers
14436,2,1,1,hibernating
14437,1,1,1,hibernating
14438,1,1,1,hibernating
14439,1,1,5,hibernating
14440,5,4,5,champions
14441,5,4,4,champions
14442,1,3,4,at_risk
14443,3,4,4,loyal_customers
14446,5,4,4,champions
14447,4,4,4,loyal_customers
14448,5,3,2,potential_loyalists
14449,4,4,3,loyal_customers
14450,1,3,2,at_risk
14451,3,3,3,need_attention
14452,5,3,2,potential_loyalists
14453,1,1,1,hibernating
14456,5,5,5,champions
14457,1,1,1,hibernating
14459,2,1,4,hibernating
14460,2,3,2,at_risk
14461,2,3,5,at_risk
14462,3,5,4,loyal_customers
14463,2,3,3,at_risk
14465,1,3,4,at_risk
14466,4,5,5,loyal_customers
14467,4,4,3,loyal_customers
14470,5,3,2,potential_loyalists
14472,2,5,4,cant_loose
14473,2,3,1,at_risk
14474,3,1,3,about_to_sleep
14475,3,3,3,need_attention
14476,1,1,1,hibernating
14477,4,4,4,loyal_customers
14479,1,3,2,at_risk
14480,5,1,2,new_customers
14481,2,3,3,at_risk
14482,4,5,5,loyal_customers
14483,1,1,1,hibernating
14484,3,1,2,about_to_sleep
14485,3,1,1,about_to_sleep
14487,4,5,4,loyal_customers
14488,3,1,4,about_to_sleep
14489,1,1,2,hibernating
14491,2,3,2,at_risk
14493,5,4,5,champions
14494,4,1,1,promising
14495,3,3,1,need_attention
14496,1,3,3,at_risk
14497,1,1,2,hibernating
14498,3,4,4,loyal_customers
14499,4,3,3,potential_loyalists
14500,2,3,2,at_risk
14501,1,3,2,at_risk
14502,4,5,5,loyal_customers
14503,5,5,5,champions
14504,3,4,3,loyal_customers
14505,4,5,5,loyal_customers
14506,4,4,4,loyal_customers
14507,4,5,4,loyal_customers
14508,4,3,2,potential_loyalists
14511,5,4,4,champions
14512,1,3,2,at_risk
14513,2,3,2,at_risk
14514,3,3,4,need_attention
14515,4,5,5,loyal_customers
14517,3,3,2,need_attention
14518,3,1,1,about_to_sleep
14520,5,3,2,potential_loyalists
14522,4,4,4,loyal_customers
14523,2,1,1,hibernating
14524,4,5,4,loyal_customers
14525,4,5,5,loyal_customers
14527,5,5,5,champions
14528,3,1,2,about_to_sleep
14529,3,3,3,need_attention
14530,4,5,5,loyal_customers
14532,1,4,3,at_risk
14533,4,5,4,loyal_customers
14534,5,5,5,champions
14535,3,3,5,need_attention
14536,1,1,1,hibernating
14537,3,1,2,about_to_sleep
14538,3,3,2,need_attention
14539,4,3,3,potential_loyalists
14540,5,3,4,potential_loyalists
14541,3,5,4,loyal_customers
14542,1,1,1,hibernating
14543,4,5,5,loyal_customers
14544,4,3,4,potential_loyalists
14546,5,4,5,champions
14547,5,5,5,champions
14548,2,3,3,at_risk
14549,1,1,2,hibernating
14550,5,3,3,potential_loyalists
14551,4,3,1,potential_loyalists
14552,2,1,1,hibernating
14553,4,4,3,loyal_customers
14554,5,4,5,champions
14555,3,3,2,need_attention
14557,2,1,3,hibernating
14560,5,5,5,champions
14561,2,3,4,at_risk
14562,5,5,5,champions
14565,2,4,5,at_risk
14566,2,1,4,hibernating
14567,3,3,4,need_attention
14569,5,1,1,new_customers
14570,1,3,1,at_risk
14572,5,5,5,champions
14573,2,5,4,cant_loose
14576,1,1,1,hibernating
14577,5,4,3,champions
14578,5,1,1,new_customers
14581,4,1,1,promising
14582,3,1,1,about_to_sleep
14583,5,4,4,champions
14584,2,4,4,at_risk
14585,3,1,1,about_to_sleep
14586,1,1,1,hibernating
14587,4,5,4,loyal_customers
14589,1,1,1,hibernating
14591,4,4,4,loyal_customers
14592,3,3,3,need_attention
14593,4,3,3,potential_loyalists
14594,5,3,2,potential_loyalists
14595,4,5,4,loyal_customers
14597,5,3,3,potential_loyalists
14598,3,1,1,about_to_sleep
14600,1,1,2,hibernating
14601,5,1,1,new_customers
14603,1,1,3,hibernating
14606,5,5,5,champions
14607,4,5,5,loyal_customers
14608,5,4,4,champions
14609,2,4,3,at_risk
14616,1,3,2,at_risk
14618,5,3,3,potential_loyalists
14619,1,1,2,hibernating
14620,1,3,2,at_risk
14621,5,4,4,champions
14622,1,1,2,hibernating
14623,4,4,3,loyal_customers
14624,3,3,1,need_attention
14625,1,3,3,at_risk
14626,4,4,5,loyal_customers
14628,2,3,3,at_risk
14629,5,3,4,potential_loyalists
14631,3,3,4,need_attention
14632,1,1,1,hibernating
14633,1,1,2,hibernating
14636,3,3,3,need_attention
14638,3,1,2,about_to_sleep
14639,3,5,5,loyal_customers
14640,4,5,5,loyal_customers
14641,4,1,1,promising
14642,3,1,1,about_to_sleep
14643,2,3,3,at_risk
14644,3,3,3,need_attention
14645,2,3,3,at_risk
14646,5,5,5,champions
14647,1,1,1,hibernating
14649,5,4,4,champions
14651,3,3,3,need_attention
14652,2,1,1,hibernating
14653,5,5,4,champions
14655,5,4,4,champions
14656,2,3,2,at_risk
14657,4,4,3,loyal_customers
14658,5,3,1,potential_loyalists
14659,5,5,5,champions
14660,2,3,2,at_risk
14661,4,1,1,promising
14662,4,4,3,loyal_customers
14664,4,3,3,potential_loyalists
14665,3,4,4,loyal_customers
14666,4,1,1,promising
14667,5,5,5,champions
14669,1,3,4,at_risk
14670,1,3,2,at_risk
14672,1,3,3,at_risk
14673,5,4,4,champions
14675,4,1,3,promising
14676,4,5,5,loyal_customers
14680,4,5,5,loyal_customers
14681,3,3,3,need_attention
14682,1,3,1,at_risk
14684,4,4,4,loyal_customers
14687,2,1,3,hibernating
14688,5,5,5,champions
14689,1,1,1,hibernating
14690,3,3,2,need_attention
14691,4,4,5,loyal_customers
14692,2,4,3,at_risk
14693,1,1,1,hibernating
14696,5,5,5,champions
14697,1,3,1,at_risk
14698,5,4,4,champions
14699,1,1,1,hibernating
14700,4,3,5,potential_loyalists
14701,5,5,5,champions
14702,5,5,5,champions
14703,4,1,2,promising
14704,5,5,4,champions
14705,1,1,1,hibernating
14708,5,3,4,potential_loyalists
14709,4,5,5,loyal_customers
14710,4,4,3,loyal_customers
14711,5,5,5,champions
14712,4,3,3,potential_loyalists
14713,5,5,5,champions
14714,4,1,1,promising
14715,4,4,3,loyal_customers
14716,3,3,2,need_attention
14719,5,4,4,champions
14720,5,3,3,potential_loyalists
14722,2,1,1,hibernating
14723,5,5,4,champions
14725,4,1,3,promising
14727,1,1,2,hibernating
14729,1,1,2,hibernating
14730,5,5,4,champions
14731,3,3,2,need_attention
14732,5,5,5,champions
14733,4,5,5,loyal_customers
14735,5,5,5,champions
14737,5,3,4,potential_loyalists
14738,3,5,4,loyal_customers
14739,5,5,5,champions
14740,1,3,4,at_risk
14741,5,5,4,champions
14744,4,5,4,loyal_customers
14745,2,4,4,at_risk
14747,1,1,2,hibernating
14748,4,4,4,loyal_customers
14752,3,1,2,about_to_sleep
14753,2,1,3,hibernating
14754,3,3,3,need_attention
14755,5,5,5,champions
14756,4,1,3,promising
14757,2,1,2,hibernating
14758,2,4,4,at_risk
14759,5,3,4,potential_loyalists
14760,1,1,1,hibernating
14761,3,3,2,need_attention
14762,1,1,2,hibernating
14764,3,1,2,about_to_sleep
14765,4,3,2,potential_loyalists
14766,5,5,5,champions
14768,4,3,1,potential_loyalists
14769,5,5,5,champions
14770,1,3,3,at_risk
14772,2,1,1,hibernating
14775,3,3,4,need_attention
14776,3,5,5,loyal_customers
14778,2,3,3,at_risk
14779,1,3,2,at_risk
14780,3,3,2,need_attention
14782,1,1,1,hibernating
14784,4,3,2,potential_loyalists
14785,5,3,1,potential_loyalists
14788,5,3,3,potential_loyalists
14789,4,1,1,promising
14790,4,4,3,loyal_customers
14792,3,1,1,about_to_sleep
14793,4,1,1,promising
14794,5,5,4,champions
14795,2,1,1,hibernating
14796,5,5,5,champions
14798,3,3,1,need_attention
14799,3,1,1,about_to_sleep
14800,3,5,5,loyal_customers
14801,3,1,1,about_to_sleep
14803,2,3,3,at_risk
14804,5,1,2,new_customers
14805,4,4,3,loyal_customers
14806,2,1,1,hibernating
14808,3,5,5,loyal_customers
14810,3,5,5,loyal_customers
14813,1,3,1,at_risk
14815,3,3,3,need_attention
14816,1,1,2,hibernating
14817,1,3,4,at_risk
14818,2,3,3,at_risk
14819,3,3,2,need_attention
14820,4,4,3,loyal_customers
14821,1,1,1,hibernating
14823,1,3,2,at_risk
14824,5,4,4,champions
14825,5,5,5,champions
14828,1,3,5,at_risk
14829,4,4,3,loyal_customers
14830,3,1,1,about_to_sleep
14834,4,5,4,loyal_customers
14836,5,3,1,potential_loyalists
14837,2,4,4,at_risk
14840,1,1,1,hibernating
14841,3,5,5,loyal_customers
14842,3,4,5,loyal_customers
14844,3,4,5,loyal_customers
14847,2,1,2,hibernating
14849,4,5,5,loyal_customers
14850,1,1,2,hibernating
14851,4,3,3,potential_loyalists
14852,3,5,5,loyal_customers
14853,4,3,2,potential_loyalists
14854,2,5,5,cant_loose
14855,2,3,3,at_risk
14856,3,3,4,need_attention
14857,3,3,4,need_attention
14859,5,4,4,champions
14860,4,1,1,promising
14861,3,1,1,about_to_sleep
14862,4,3,3,potential_loyalists
14863,4,1,2,promising
14865,5,3,1,potential_loyalists
14866,5,5,5,champions
14867,1,3,3,at_risk
14868,5,5,5,champions
14869,5,3,3,potential_loyalists
14870,1,1,2,hibernating
14871,5,4,3,champions
14873,1,1,3,hibernating
14875,2,3,4,at_risk
14878,5,5,4,champions
14880,2,3,3,at_risk
14881,4,1,2,promising
14882,4,3,3,potential_loyalists
14883,4,5,3,loyal_customers
14885,2,1,3,hibernating
14886,1,1,2,hibernating
14887,2,1,4,hibernating
14888,1,1,2,hibernating
14889,1,1,1,hibernating
14890,1,1,1,hibernating
14891,2,3,3,at_risk
14893,5,3,4,potential_loyalists
14894,2,1,3,hibernating
14895,5,5,5,champions
14896,1,3,2,at_risk
14897,5,4,4,champions
14898,4,5,4,loyal_customers
14901,5,5,4,champions
14902,4,1,2,promising
14903,4,4,5,loyal_customers
14904,5,3,4,potential_loyalists
14905,2,3,3,at_risk
14907,5,5,5,champions
14908,2,1,2,hibernating
14910,5,4,2,champions
14911,5,5,5,champions
14912,4,3,3,potential_loyalists
14913,3,4,4,loyal_customers
14915,2,3,2,at_risk
14916,3,4,4,loyal_customers
14918,2,3,4,at_risk
14920,1,3,4,at_risk
14921,4,3,4,potential_loyalists
14923,3,1,3,about_to_sleep
14924,1,1,2,hibernating
14929,4,1,1,promising
14930,2,3,5,at_risk
14931,5,4,4,champions
14932,1,1,2,hibernating
14934,2,3,4,at_risk
14935,1,1,4,hibernating
14936,3,5,5,loyal_customers
14937,3,3,4,need_attention
14944,4,5,5,loyal_customers
14946,4,1,1,promising
14947,2,3,2,at_risk
14948,4,5,4,loyal_customers
14950,4,1,2,promising
14951,2,1,2,hibernating
14952,3,5,5,loyal_customers
14953,4,1,2,promising
14954,5,1,2,new_customers
14957,1,1,1,hibernating
14958,2,3,3,at_risk
14959,3,4,3,loyal_customers
14960,5,3,1,potential_loyalists
14961,5,5,5,champions
14962,1,1,1,hibernating
14963,5,4,4,champions
14964,1,1,1,hibernating
14965,2,3,3,at_risk
14966,4,1,1,promising
14967,3,1,2,about_to_sleep
