Customer ID,Recency_Score,Frequency_Score,Monetary_Score,Segment,RFM_Score
13552,3,5,5,loyal_customers,35
13557,4,2,3,potential_loyalists,42
13558,5,4,3,champions,54
13560,5,1,1,new_customers,51
13561,1,1,1,hibernating,11
13563,2,2,3,hibernating,22
13565,4,2,1,potential_loyalists,42
13566,3,2,3,about_to_sleep,32
13568,2,1,1,hibernating,21
13569,4,2,2,potential_loyalists,42
13570,1,1,1,hibernating,11
13571,5,5,5,champions,55
13572,1,1,4,hibernating,11
13573,3,2,2,about_to_sleep,32
13575,4,4,3,loyal_customers,44
13576,5,5,5,champions,55
13577,4,4,4,loyal_customers,44
13579,4,2,2,potential_loyalists,42
13581,1,1,1,hibernating,11
13583,2,1,3,hibernating,21
13584,1,1,1,hibernating,11
13587,3,1,3,about_to_sleep,31
13588,4,5,5,loyal_customers,45
13589,4,2,2,potential_loyalists,42
13590,5,5,4,champions,55
13591,3,3,4,need_attention,33
13592,3,4,1,loyal_customers,34
13594,3,1,2,about_to_sleep,31
13596,5,2,3,potential_loyalists,52
13598,3,1,1,about_to_sleep,31
13599,5,5,5,champions,55
13600,1,1,1,hibernating,11
13601,3,2,3,about_to_sleep,32
13602,3,1,2,about_to_sleep,31
13603,4,1,1,promising,41
13606,4,3,2,potential_loyalists,43
13607,3,1,3,about_to_sleep,31
13610,5,5,4,champions,55
13614,4,4,4,loyal_customers,44
13615,1,1,2,hibernating,11
13617,3,3,3,need_attention,33
13618,2,1,1,hibernating,21
13621,2,1,1,hibernating,21
13623,4,4,3,loyal_customers,44
13626,1,1,2,hibernating,11
13627,3,4,4,loyal_customers,34
13629,4,5,5,loyal_customers,45
13630,5,5,4,champions,55
13631,2,5,5,cant_loose,25
13632,4,4,5,loyal_customers,44
13634,3,4,4,loyal_customers,34
13635,3,1,4,about_to_sleep,31
13636,3,4,4,loyal_customers,34
13637,3,3,3,need_attention,33
13638,4,1,1,promising,41
13639,2,1,4,hibernating,21
13642,1,1,2,hibernating,11
13643,4,3,3,potential_loyalists,43
13644,4,4,5,loyal_customers,44
13645,2,1,2,hibernating,21
13647,5,4,4,champions,54
13649,1,2,2,hibernating,12
13650,4,5,4,loyal_customers,45
13651,3,2,1,about_to_sleep,32
13652,3,3,4,need_attention,33
13654,3,5,5,loyal_customers,35
13655,2,2,3,hibernating,22
13656,2,2,2,hibernating,22
13657,5,2,2,potential_loyalists,52
13658,5,4,5,champions,54
13659,1,2,4,hibernating,12
13663,2,1,1,hibernating,21
13666,3,3,1,need_attention,33
13667,2,1,2,hibernating,21
13668,5,5,5,champions,55
13669,3,2,1,about_to_sleep,32
13670,2,1,2,hibernating,21
13672,1,2,1,hibernating,12
13673,4,2,2,potential_loyalists,42
13675,2,2,2,hibernating,22
13678,2,1,1,hibernating,21
13680,5,4,5,champions,54
13681,4,4,3,loyal_customers,44
13682,1,1,1,hibernating,11
13684,1,1,1,hibernating,11
13685,5,5,5,champions,55
13686,1,1,1,hibernating,11
13689,3,1,3,about_to_sleep,31
13690,3,1,1,about_to_sleep,31
13692,4,3,4,potential_loyalists,43
13694,5,5,5,champions,55
13695,4,5,5,loyal_customers,45
13697,3,1,1,about_to_sleep,31
13699,2,1,2,hibernating,21
13700,4,5,5,loyal_customers,45
13703,1,1,1,hibernating,11
13704,5,5,5,champions,55
13705,5,3,3,potential_loyalists,53
13706,1,1,2,hibernating,11
13707,1,2,3,hibernating,12
13708,1,1,2,hibernating,11
13709,5,5,5,champions,55
13710,4,1,1,promising,41
13711,1,2,2,hibernating,12
13712,1,1,1,hibernating,11
13716,1,1,1,hibernating,11
13717,4,5,4,loyal_customers,45
13718,1,2,2,hibernating,12
13719,4,4,4,loyal_customers,44
13721,3,1,3,about_to_sleep,31
13723,1,1,1,hibernating,11
13725,3,5,4,loyal_customers,35
13726,3,2,4,about_to_sleep,32
13727,4,2,2,potential_loyalists,42
13728,3,5,4,loyal_customers,35
13730,2,2,3,hibernating,22
13731,1,2,3,hibernating,12
13732,4,1,3,promising,41
13735,4,4,5,loyal_customers,44
13736,5,2,3,potential_loyalists,52
13737,1,1,2,hibernating,11
13739,4,1,1,promising,41
13740,1,1,2,hibernating,11
13741,3,3,3,need_attention,33
13742,4,5,5,loyal_customers,45
13743,5,5,4,champions,55
13744,2,2,4,hibernating,22
13745,2,1,2,hibernating,21
13747,1,1,1,hibernating,11
13750,3,4,4,loyal_customers,34
13751,1,1,2,hibernating,11
13752,2,5,4,cant_loose,25
13753,1,1,3,hibernating,11
13754,2,2,2,hibernating,22
13755,5,5,5,champions,55
13756,5,5,5,champions,55
13758,5,5,5,champions,55
13759,3,2,3,about_to_sleep,32
13760,3,2,2,about_to_sleep,32
13761,3,2,4,about_to_sleep,32
13762,1,1,2,hibernating,11
13763,3,1,4,about_to_sleep,31
13764,3,3,4,need_attention,33
13767,5,5,5,champions,55
13769,5,5,5,champions,55
13771,3,4,5,loyal_customers,34
13772,3,3,4,need_attention,33
13774,2,1,2,hibernating,21
13777,5,5,5,champions,55
13778,2,1,1,hibernating,21
13780,5,2,2,potential_loyalists,52
13781,1,1,1,hibernating,11
13782,5,5,3,champions,55
13784,5,5,5,champions,55
13786,1,1,1,hibernating,11
13787,2,2,2,hibernating,22
13790,5,1,2,new_customers,51
13791,2,2,4,hibernating,22
13792,3,2,1,about_to_sleep,32
13798,5,5,5,champions,55
13799,2,2,3,hibernating,22
13800,1,1,3,hibernating,11
13801,3,1,2,about_to_sleep,31
13803,1,1,2,hibernating,11
13804,4,5,5,loyal_customers,45
13805,3,2,3,about_to_sleep,32
13806,3,1,2,about_to_sleep,31
13807,1,1,1,hibernating,11
13808,5,4,4,champions,54
13809,1,1,1,hibernating,11
13810,4,3,4,potential_loyalists,43
13812,3,3,3,need_attention,33
13813,3,4,4,loyal_customers,34
13814,2,2,4,hibernating,22
13815,4,4,5,loyal_customers,44
13816,4,2,3,potential_loyalists,42
13817,4,2,2,potential_loyalists,42
13821,2,2,2,hibernating,22
13822,5,2,3,potential_loyalists,52
13823,4,2,4,potential_loyalists,42
13824,4,4,4,loyal_customers,44
13826,2,1,1,hibernating,21
13827,3,3,2,need_attention,33
13828,4,1,1,promising,41
13831,4,5,5,loyal_customers,45
13832,4,1,1,promising,41
13833,2,1,2,hibernating,21
13835,4,4,3,loyal_customers,44
13837,1,2,2,hibernating,12
13838,5,4,3,champions,54
13841,1,1,1,hibernating,11
13842,3,5,5,loyal_customers,35
13844,5,1,2,new_customers,51
13845,3,1,2,about_to_sleep,31
13846,4,3,3,potential_loyalists,43
13849,3,2,4,about_to_sleep,32
13850,2,1,4,hibernating,21
13853,3,1,4,about_to_sleep,31
13854,5,5,5,champions,55
13858,3,1,1,about_to_sleep,31
13859,1,1,1,hibernating,11
13860,5,4,4,champions,54
13862,4,5,5,loyal_customers,45
13863,1,1,2,hibernating,11
13865,3,4,3,loyal_customers,34
13866,2,1,1,hibernating,21
13867,4,3,4,potential_loyalists,43
13868,5,2,5,potential_loyalists,52
13870,5,5,5,champions,55
13871,4,5,5,loyal_customers,45
13874,1,1,3,hibernating,11
13875,3,4,4,loyal_customers,34
13876,3,1,1,about_to_sleep,31
13877,2,1,1,hibernating,21
13878,3,1,4,about_to_sleep,31
13880,4,5,5,loyal_customers,45
13881,5,5,5,champions,55
13882,5,4,4,champions,54
13883,5,4,5,champions,54
13884,5,4,3,champions,54
13885,1,2,3,hibernating,12
13886,3,1,1,about_to_sleep,31
13887,1,1,2,hibernating,11
13888,2,2,3,hibernating,22
13889,2,1,2,hibernating,21
13890,5,5,4,champions,55
13892,4,4,3,loyal_customers,44
13893,1,1,3,hibernating,11
13894,4,3,3,potential_loyalists,43
13895,4,4,5,loyal_customers,44
13897,3,1,2,about_to_sleep,31
13898,1,1,1,hibernating,11
13899,4,2,2,potential_loyalists,42
13904,3,2,2,about_to_sleep,32
13911,3,5,5,loyal_customers,35
13914,5,2,3,potential_loyalists,52
13917,3,2,2,about_to_sleep,32
13918,3,2,4,about_to_sleep,32
13919,3,2,2,about_to_sleep,32
13922,1,1,1,hibernating,11
13923,3,1,2,about_to_sleep,31
13924,5,5,4,champions,55
13926,4,1,1,promising,41
13927,2,1,2,hibernating,21
13928,5,4,2,champions,54
13929,2,2,3,hibernating,22
13930,3,2,2,about_to_sleep,32
13931,2,2,4,hibernating,22
13932,1,1,2,hibernating,11
13933,2,2,3,hibernating,22
13934,1,1,3,hibernating,11
13936,2,1,2,hibernating,21
13937,2,1,1,hibernating,21
13938,3,1,1,about_to_sleep,31
13939,4,3,3,potential_loyalists,43
13940,4,4,3,loyal_customers,44
13941,4,4,5,loyal_customers,44
13947,3,1,1,about_to_sleep,31
13948,1,1,1,hibernating,11
13949,5,5,5,champions,55
13950,5,4,3,champions,54
13952,1,2,5,hibernating,12
13953,5,5,5,champions,55
13954,5,3,2,potential_loyalists,53
13956,5,4,4,champions,54
13960,4,3,1,potential_loyalists,43
13962,4,3,1,potential_loyalists,43
13967,2,1,1,hibernating,21
13969,5,5,5,champions,55
13971,4,5,5,loyal_customers,45
13972,3,3,1,need_attention,33
13973,1,1,2,hibernating,11
13974,3,1,2,about_to_sleep,31
13975,4,5,5,loyal_customers,45
13976,1,1,2,hibernating,11
13978,4,3,1,potential_loyalists,43
13979,2,1,3,hibernating,21
13980,3,1,1,about_to_sleep,31
13982,3,4,4,loyal_customers,34
13983,4,5,5,loyal_customers,45
13984,4,4,3,loyal_customers,44
13985,5,5,5,champions,55
13986,4,1,2,promising,41
13988,4,5,5,loyal_customers,45
13989,3,3,4,need_attention,33
13990,1,1,2,hibernating,11
13991,5,5,3,champions,55
13992,4,1,1,promising,41
13993,3,5,5,loyal_customers,35
13994,5,5,5,champions,55
13995,4,4,4,loyal_customers,44
13999,5,5,5,champions,55
14000,1,1,3,hibernating,11
14001,3,3,4,need_attention,33
14004,3,5,5,loyal_customers,35
14005,5,4,5,champions,54
14012,1,1,2,hibernating,11
14014,2,1,3,hibernating,21
14015,3,1,3,about_to_sleep,31
14019,3,3,4,need_attention,33
14020,4,3,3,potential_loyalists,43
14022,1,1,2,hibernating,11
14023,5,3,3,potential_loyalists,53
14027,3,1,1,about_to_sleep,31
14029,3,3,2,need_attention,33
14030,4,5,5,loyal_customers,45
14031,5,5,5,champions,55
14032,5,5,5,champions,55
14034,4,3,3,potential_loyalists,43
14035,4,4,4,loyal_customers,44
14036,1,1,3,hibernating,11
14039,3,1,1,about_to_sleep,31
14040,3,5,5,loyal_customers,35
14041,1,1,1,hibernating,11
14044,4,4,3,loyal_customers,44
14046,1,1,1,hibernating,11
14047,5,4,4,champions,54
14048,1,1,2,hibernating,11
14049,4,4,5,loyal_customers,44
14050,4,3,3,potential_loyalists,43
14051,5,5,5,champions,55
14052,4,1,1,promising,41
14054,3,1,1,about_to_sleep,31
14055,2,1,3,hibernating,21
14056,5,5,5,champions,55
14057,4,5,5,loyal_customers,45
14059,1,1,1,hibernating,11
14060,5,5,5,champions,55
14062,5,5,5,champions,55
14064,4,4,4,loyal_customers,44
14066,1,1,1,hibernating,11
14067,3,3,2,need_attention,33
14068,1,1,2,hibernating,11
14071,5,5,4,champions,55
14073,4,1,1,promising,41
14075,5,3,4,potential_loyalists,53
14076,2,1,1,hibernating,21
14077,3,4,3,loyal_customers,34
14078,2,5,4,cant_loose,25
14079,2,1,2,hibernating,21
14080,4,1,1,promising,41
14082,1,1,1,hibernating,11
14083,5,5,4,champions,55
14085,5,5,5,champions,55
14087,5,1,1,new_customers,51
14088,5,5,5,champions,55
14089,3,1,1,about_to_sleep,31
14090,1,1,1,hibernating,11
14092,5,5,5,champions,55
14093,5,1,2,new_customers,51
14096,5,5,5,champions,55
14098,3,1,1,about_to_sleep,31
14099,4,5,5,loyal_customers,45
14100,2,1,1,hibernating,21
14101,2,5,5,cant_loose,25
14102,5,4,4,champions,54
14105,1,1,4,hibernating,11
14107,3,5,5,loyal_customers,35
14108,4,3,3,potential_loyalists,43
14109,2,1,1,hibernating,21
14110,5,5,5,champions,55
14111,4,4,3,loyal_customers,44
14112,4,5,5,loyal_customers,45
14113,5,4,4,champions,54
14116,4,4,4,loyal_customers,44
14117,2,1,1,hibernating,21
14121,5,4,5,champions,54
14124,2,1,2,hibernating,21
14125,5,3,5,potential_loyalists,53
14126,5,3,3,potential_loyalists,53
14128,3,3,3,need_attention,33
14129,5,4,4,champions,54
14130,1,1,2,hibernating,11
14132,5,5,5,champions,55
14135,5,5,5,champions,55
14138,5,3,4,potential_loyalists,53
14139,3,1,2,about_to_sleep,31
14140,5,3,3,potential_loyalists,53
14141,5,4,3,champions,54
14142,1,1,2,hibernating,11
14143,2,1,1,hibernating,21
14145,3,4,5,loyal_customers,34
14146,5,4,5,champions,54
14148,1,1,1,hibernating,11
14149,1,1,2,hibernating,11
14150,3,3,3,need_attention,33
14155,1,1,1,hibernating,11
14156,5,5,5,champions,55
14157,4,3,2,potential_loyalists,43
14158,3,1,3,about_to_sleep,31
14159,4,5,5,loyal_customers,45
14164,3,3,4,need_attention,33
14165,1,1,1,hibernating,11
14167,3,4,3,loyal_customers,34
14171,2,1,2,hibernating,21
14173,5,4,2,champions,54
14174,3,1,1,about_to_sleep,31
14175,3,3,5,need_attention,33
14178,5,5,4,champions,55
14179,3,3,3,need_attention,33
14180,5,5,5,champions,55
14184,3,1,2,about_to_sleep,31
14185,1,1,1,hibernating,11
14188,4,5,4,loyal_customers,45
14189,5,5,5,champions,55
14191,5,5,5,champions,55
14193,3,3,3,need_attention,33
14194,5,5,5,champions,55
14196,2,1,2,hibernating,21
14198,4,4,3,loyal_customers,44
14199,1,1,1,hibernating,11
14201,3,5,3,loyal_customers,35
14204,5,1,1,new_customers,51
14205,4,3,2,potential_loyalists,43
14206,1,1,2,hibernating,11
14208,2,1,1,hibernating,21
14209,5,5,5,champions,55
14210,2,5,4,cant_loose,25
14211,3,5,5,loyal_customers,35
14212,2,1,4,hibernating,21
14214,4,4,4,loyal_customers,44
14215,5,5,4,champions,55
14216,5,4,4,champions,54
14217,5,5,4,champions,55
14218,3,1,1,about_to_sleep,31
14219,5,1,1,new_customers,51
14221,3,5,5,loyal_customers,35
14222,2,1,3,hibernating,21
14226,4,4,5,loyal_customers,44
14227,4,5,5,loyal_customers,45
14229,3,3,4,need_attention,33
14232,3,4,4,loyal_customers,34
14233,3,4,4,loyal_customers,34
14234,4,4,3,loyal_customers,44
14237,1,1,1,hibernating,11
14238,1,1,1,hibernating,11
14239,3,5,5,loyal_customers,35
14240,4,3,3,potential_loyalists,43
14241,1,1,1,hibernating,11
14243,5,5,5,champions,55
14247,1,1,1,hibernating,11
14248,1,1,2,hibernating,11
14250,5,3,4,potential_loyalists,53
14251,5,4,5,champions,54
14257,3,4,5,loyal_customers,34
14258,5,5,5,champions,55
14259,2,1,1,hibernating,21
14261,3,3,4,need_attention,33
14262,5,5,5,champions,55
14270,1,1,3,hibernating,11
14271,1,1,1,hibernating,11
14273,3,4,3,loyal_customers,34
14277,4,3,5,potential_loyalists,43
14280,1,1,1,hibernating,11
14282,5,5,5,champions,55
14284,4,3,3,potential_loyalists,43
14285,4,4,4,loyal_customers,44
14286,4,3,5,potential_loyalists,43
14287,5,3,1,potential_loyalists,53
14288,1,1,2,hibernating,11
14289,5,5,3,champions,55
14290,5,4,5,champions,54
14291,5,5,5,champions,55
14292,5,5,5,champions,55
14293,5,4,4,champions,54
14295,3,1,1,about_to_sleep,31
14297,4,4,4,loyal_customers,44
14298,5,5,5,champions,55
14299,5,5,5,champions,55
14300,4,1,1,promising,41
14301,2,1,3,hibernating,21
14304,1,1,2,hibernating,11
14305,3,3,4,need_attention,33
14306,3,3,5,need_attention,33
14307,2,5,5,cant_loose,25
14309,5,5,5,champions,55
14311,1,1,2,hibernating,11
14312,3,5,4,loyal_customers,35
14314,2,1,1,hibernating,21
14315,3,5,5,loyal_customers,35
14317,3,1,3,about_to_sleep,31
14321,5,4,4,champions,54
14326,1,1,1,hibernating,11
14327,2,1,2,hibernating,21
14329,4,5,5,loyal_customers,45
14332,4,3,3,potential_loyalists,43
14333,3,1,2,about_to_sleep,31
14334,4,5,5,loyal_customers,45
14335,4,3,2,potential_loyalists,43
14336,4,4,4,loyal_customers,44
14339,1,1,2,hibernating,11
14340,1,1,1,hibernating,11
14341,3,5,5,loyal_customers,35
14342,4,4,3,loyal_customers,44
14344,2,5,3,cant_loose,25
14345,3,1,1,about_to_sleep,31
14348,1,1,2,hibernating,11
14349,5,1,1,new_customers,51
14350,1,1,2,hibernating,11
14351,2,1,1,hibernating,21
14353,1,1,1,hibernating,11
14354,5,3,1,potential_loyalists,53
14355,1,1,1,hibernating,11
14357,3,1,1,about_to_sleep,31
14359,4,3,3,potential_loyalists,43
14360,4,4,5,loyal_customers,44
14362,4,1,1,promising,41
14364,2,5,5,cant_loose,25
14367,5,5,5,champions,55
14368,1,1,1,hibernating,11
14371,1,1,1,hibernating,11
14373,1,1,1,hibernating,11
14375,1,1,2,hibernating,11
14379,3,3,2,need_attention,33
14381,3,1,1,about_to_sleep,31
14382,4,1,3,promising,41
14383,3,3,4,need_attention,33
14385,5,3,1,potential_loyalists,53
14386,1,1,1,hibernating,11
14387,4,3,4,potential_loyalists,43
14388,5,5,5,champions,55
14389,3,3,4,need_attention,33
14390,5,5,5,champions,55
14393,1,1,1,hibernating,11
14395,5,5,5,champions,55
14396,3,3,2,need_attention,33
14397,5,5,5,champions,55
14400,2,1,3,hibernating,21
14401,5,5,5,champions,55
14404,3,5,4,loyal_customers,35
14406,2,1,1,hibernating,21
14407,2,5,5,cant_loose,25
14408,5,5,5,champions,55
14409,3,5,5,loyal_customers,35
14410,2,5,4,cant_loose,25
14411,1,1,4,hibernating,11
14412,3,3,3,need_attention,33
14413,1,1,1,hibernating,11
14414,2,5,4,cant_loose,25
14415,5,5,5,champions,55
14416,4,3,3,potential_loyalists,43
14418,5,3,4,potential_loyalists,53
14419,5,5,4,champions,55
14420,2,1,2,hibernating,21
14421,3,3,3,need_attention,33
14422,5,5,5,champions,55
14423,1,1,2,hibernating,11
14424,4,1,2,promising,41
14426,4,5,5,loyal_customers,45
14427,3,3,2,need_attention,33
14428,5,4,4,champions,54
14431,1,1,2,hibernating,11
14432,5,5,5,champions,55
14434,4,5,4,loyal_customers,45
14436,2,1,1,hibernating,21
14437,1,1,1,hibernating,11
14438,1,1,1,hibernating,11
14439,1,1,5,hibernating,11
14440,5,4,5,champions,54
14441,5,4,4,champions,54
14443,3,4,4,loyal_customers,34
14446,5,4,4,champions,54
14447,4,4,4,loyal_customers,44
14448,5,3,2,potential_loyalists,53
14449,4,4,3,loyal_customers,44
14451,3,3,3,need_attention,33
14452,5,3,2,potential_loyalists,53
14453,1,1,1,hibernating,11
14456,5,5,5,champions,55
14457,1,1,1,hibernating,11
14459,2,1,4,hibernating,21
14462,3,5,4,loyal_customers,35
14466,4,5,5,loyal_customers,45
14467,4,4,3,loyal_customers,44
14470,5,3,2,potential_loyalists,53
14472,2,5,4,cant_loose,25
14474,3,1,3,about_to_sleep,31
14475,3,3,3,need_attention,33
14476,1,1,1,hibernating,11
14477,4,4,4,loyal_customers,44
14480,5,1,2,new_customers,51
14482,4,5,5,loyal_customers,45
14483,1,1,1,hibernating,11
14484,3,1,2,about_to_sleep,31
14485,3,1,1,about_to_sleep,31
14487,4,5,4,loyal_customers,45
14488,3,1,4,about_to_sleep,31
14489,1,1,2,hibernating,11
14493,5,4,5,champions,54
14494,4,1,1,promising,41
14495,3,3,1,need_attention,33
14497,1,1,2,hibernating,11
14498,3,4,4,loyal_customers,34
14499,4,3,3,potential_loyalists,43
14502,4,5,5,loyal_customers,45
14503,5,5,5,champions,55
14504,3,4,3,loyal_customers,34
14505,4,5,5,loyal_customers,45
14506,4,4,4,loyal_customers,44
14507,4,5,4,loyal_customers,45
14508,4,3,2,potential_loyalists,43
14511,5,4,4,champions,54
14514,3,3,4,need_attention,33
14515,4,5,5,loyal_customers,45
14517,3,3,2,need_attention,33
14518,3,1,1,about_to_sleep,31
14520,5,3,2,potential_loyalists,53
14522,4,4,4,loyal_customers,44
14523,2,1,1,hibernating,21
14524,4,5,4,loyal_customers,45
14525,4,5,5,loyal_customers,45
14527,5,5,5,champions,55
14528,3,1,2,about_to_sleep,31
14529,3,3,3,need_attention,33
14530,4,5,5,loyal_customers,45
14533,4,5,4,loyal_customers,45
14534,5,5,5,champions,55
14535,3,3,5,need_attention,33
14536,1,1,1,hibernating,11
14537,3,1,2,about_to_sleep,31
14538,3,3,2,need_attention,33
14539,4,3,3,potential_loyalists,43
14540,5,3,4,potential_loyalists,53
14541,3,5,4,loyal_customers,35
14542,1,1,1,hibernating,11
14543,4,5,5,loyal_customers,45
14544,4,3,4,potential_loyalists,43
14546,5,4,5,champions,54
14547,5,5,5,champions,55
14549,1,1,2,hibernating,11
14550,5,3,3,potential_loyalists,53
14551,4,3,1,potential_loyalists,43
14552,2,1,1,hibernating,21
14553,4,4,3,loyal_customers,44
14554,5,4,5,champions,54
14555,3,3,2,need_attention,33
14557,2,1,3,hibernating,21
14560,5,5,5,champions,55
14562,5,5,5,champions,55
14566,2,1,4,hibernating,21
14567,3,3,4,need_attention,33
14569,5,1,1,new_customers,51
14572,5,5,5,champions,55
14573,2,5,4,cant_loose,25
14576,1,1,1,hibernating,11
14577,5,4,3,champions,54
14578,5,1,1,new_customers,51
14581,4,1,1,promising,41
14582,3,1,1,about_to_sleep,31
14583,5,4,4,champions,54
14585,3,1,1,about_to_sleep,31
14586,1,1,1,hibernating,11
14587,4,5,4,loyal_customers,45
14589,1,1,1,hibernating,11
14591,4,4,4,loyal_customers,44
14592,3,3,3,need_attention,33
14593,4,3,3,potential_loyalists,43
14594,5,3,2,potential_loyalists,53
14595,4,5,4,loyal_customers,45
14597,5,3,3,potential_loyalists,53
14598,3,1,1,about_to_sleep,31
14600,1,1,2,hibernating,11
14601,5,1,1,new_customers,51
14603,1,1,3,hibernating,11
14606,5,5,5,champions,55
14607,4,5,5,loyal_customers,45
14608,5,4,4,champions,54
14618,5,3,3,potential_loyalists,53
14619,1,1,2,hibernating,11
14621,5,4,4,champions,54
14622,1,1,2,hibernating,11
14623,4,4,3,loyal_customers,44
14624,3,3,1,need_attention,33
14626,4,4,5,loyal_customers,44
14629,5,3,4,potential_loyalists,53
14631,3,3,4,need_attention,33
14632,1,1,1,hibernating,11
14633,1,1,2,hibernating,11
14636,3,3,3,need_attention,33
14638,3,1,2,about_to_sleep,31
14639,3,5,5,loyal_customers,35
14640,4,5,5,loyal_customers,45
14641,4,1,1,promising,41
14642,3,1,1,about_to_sleep,31
14644,3,3,3,need_attention,33
14646,5,5,5,champions,55
14647,1,1,1,hibernating,11
14649,5,4,4,champions,54
14651,3,3,3,need_attention,33
14652,2,1,1,hibernating,21
14653,5,5,4,champions,55
14655,5,4,4,champions,54
14657,4,4,3,loyal_customers,44
14658,5,3,1,potential_loyalists,53
14659,5,5,5,champions,55
14661,4,1,1,promising,41
14662,4,4,3,loyal_customers,44
14664,4,3,3,potential_loyalists,43
14665,3,4,4,loyal_customers,34
14666,4,1,1,promising,41
14667,5,5,5,champions,55
14673,5,4,4,champions,54
14675,4,1,3,promising,41
14676,4,5,5,loyal_customers,45
14680,4,5,5,loyal_customers,45
14681,3,3,3,need_attention,33
14684,4,4,4,loyal_customers,44
14687,2,1,3,hibernating,21
14688,5,5,5,champions,55
14689,1,1,1,hibernating,11
14690,3,3,2,need_attention,33
14691,4,4,5,loyal_customers,44
14693,1,1,1,hibernating,11
14696,5,5,5,champions,55
14698,5,4,4,champions,54
14699,1,1,1,hibernating,11
14700,4,3,5,potential_loyalists,43
14701,5,5,5,champions,55
14702,5,5,5,champions,55
14703,4,1,2,promising,41
14704,5,5,4,champions,55
14705,1,1,1,hibernating,11
14708,5,3,4,potential_loyalists,53
14709,4,5,5,loyal_customers,45
14710,4,4,3,loyal_customers,44
14711,5,5,5,champions,55
14712,4,3,3,potential_loyalists,43
14713,5,5,5,champions,55
14714,4,1,1,promising,41
14715,4,4,3,loyal_customers,44
14716,3,3,2,need_attention,33
14719,5,4,4,champions,54
14720,5,3,3,potential_loyalists,53
14722,2,1,1,hibernating,21
14723,5,5,4,champions,55
14725,4,1,3,promising,41
14727,1,1,2,hibernating,11
14729,1,1,2,hibernating,11
14730,5,5,4,champions,55
14731,3,3,2,need_attention,33
14732,5,5,5,champions,55
14733,4,5,5,loyal_customers,45
14735,5,5,5,champions,55
14737,5,3,4,potential_loyalists,53
14738,3,5,4,loyal_customers,35
14739,5,5,5,champions,55
14741,5,5,4,champions,55
14744,4,5,4,loyal_customers,45
14747,1,1,2,hibernating,11
14748,4,4,4,loyal_customers,44
14752,3,1,2,about_to_sleep,31
14753,2,1,3,hibernating,21
14754,3,3,3,need_attention,33
14755,5,5,5,champions,55
14756,4,1,3,promising,41
14757,2,1,2,hibernating,21
14759,5,3,4,potential_loyalists,53
14760,1,1,1,hibernating,11
14761,3,3,2,need_attention,33
14762,1,1,2,hibernating,11
14764,3,1,2,about_to_sleep,31
14765,4,3,2,potential_loyalists,43
14766,5,5,5,champions,55
14768,4,3,1,potential_loyalists,43
14769,5,5,5,champions,55
14772,2,1,1,hibernating,21
14775,3,3,4,need_attention,33
14776,3,5,5,loyal_customers,35
14780,3,3,2,need_attention,33
14782,1,1,1,hibernating,11
14784,4,3,2,potential_loyalists,43
14785,5,3,1,potential_loyalists,53
14788,5,3,3,potential_loyalists,53
14789,4,1,1,promising,41
14790,4,4,3,loyal_customers,44
14792,3,1,1,about_to_sleep,31
14793,4,1,1,promising,41
14794,5,5,4,champions,55
14795,2,1,1,hibernating,21
14796,5,5,5,champions,55
14798,3,3,1,need_attention,33
14799,3,1,1,about_to_sleep,31
14800,3,5,5,loyal_customers,35
14801,3,1,1,about_to_sleep,31
14804,5,1,2,new_customers,51
14805,4,4,3,loyal_customers,44
14806,2,1,1,hibernating,21
14808,3,5,5,loyal_customers,35
14810,3,5,5,loyal_customers,35
14815,3,3,3,need_attention,33
14816,1,1,2,hibernating,11
14819,3,3,2,need_attention,33
14820,4,4,3,loyal_customers,44
14821,1,1,1,hibernating,11
14824,5,4,4,champions,54
14825,5,5,5,champions,55
14829,4,4,3,loyal_customers,44
14830,3,1,1,about_to_sleep,31
14834,4,5,4,loyal_customers,45
14836,5,3,1,potential_loyalists,53
14840,1,1,1,hibernating,11
14841,3,5,5,loyal_customers,35
14842,3,4,5,loyal_customers,34
14844,3,4,5,loyal_customers,34
14847,2,1,2,hibernating,21
14849,4,5,5,loyal_customers,45
14850,1,1,2,hibernating,11
14851,4,3,3,potential_loyalists,43
14852,3,5,5,loyal_customers,35
14853,4,3,2,potential_loyalists,43
14854,2,5,5,cant_loose,25
14856,3,3,4,need_attention,33
14857,3,3,4,need_attention,33
14859,5,4,4,champions,54
14860,4,1,1,promising,41
14861,3,1,1,about_to_sleep,31
14862,4,3,3,potential_loyalists,43
14863,4,1,2,promising,41
14865,5,3,1,potential_loyalists,53
14866,5,5,5,champions,55
14868,5,5,5,champions,55
14869,5,3,3,potential_loyalists,53
14870,1,1,2,hibernating,11
14871,5,4,3,champions,54
14873,1,1,3,hibernating,11
14878,5,5,4,champions,55
14881,4,1,2,promising,41
14882,4,3,3,potential_loyalists,43
14883,4,5,3,loyal_customers,45
14885,2,1,3,hibernating,21
14886,1,1,2,hibernating,11
14887,2,1,4,hibernating,21
14888,1,1,2,hibernating,11
14889,1,1,1,hibernating,11
14890,1,1,1,hibernating,11
14893,5,3,4,potential_loyalists,53
14894,2,1,3,hibernating,21
14895,5,5,5,champions,55
14897,5,4,4,champions,54
14898,4,5,4,loyal_customers,45
14901,5,5,4,champions,55
14902,4,1,2,promising,41
14903,4,4,5,loyal_customers,44
